transcript,confidence
 no but it can infect them if we get to a place and we have to have a beer we had a major project with 5 with 5 teams on that project and we want to evaluate our texts and figure out which ones were getting rid of so we had to wait a while and work and we actually the guy off and he was the guy who the bottom of the ranking for a couple years running,0.8868221
 I didn't really I had a couple opportunities were getting close to being able to change him out or let him go and it just never worked out always something came up you there major projects old son developed at Nine Lives enough load up and he was one of the guys and then what would you say is the one most important thing that you do everyday or your team does every day to serve your customers,0.91948646
 the guys that I have it's really about their communication with that contractor with that customer in that building that is really the one thing that the father 1300 elevators on service here at the Harrisburg there's no way we can talk to all those customers and projects right now,0.9213373
 talk to the In-N-Out popular contractors everyday I have probably another 15 jobs that are in work somewhere that are stretched all over Central PA so I don't see what their progress but I don't talk to them everyday but we definitely make sure we communicate everything probably the biggest thing and then for you personally what's the one thing that Otis could do for you personally to help you be more effective even here in performing your roll or with your team,0.8933585
 evaluating the entire the entire job what can we do what can we get rid of what is not important anymore,0.858626
 from a corporate standpoint I always say that it's a corporate level they all live in a silo so if you talk to the guy he is all about safety even care how much money you make on a job he doesn't care about what trouble you're having border equipment or what trouble you're having with your mechanics he says that his safety Silo with everything that he does is based around that safety module you go to a different guy that's the only thing he doesn't see you're not because of all the other stuff is always about everything and I can make good decisions,0.9358645
 about what direction we're headed what can we get rid of why are we still doing this or that path blood revamp it let's get rid of that and get rid of I don't think anyone together and it's not just that the United States problem in my opinion we have a larger level two haven't come up from the bottom,0.88485724
 so if you haven't come up from the bottom and see all the different aspects of the business you have a very difficult time making good decisions and knowing how that decision that you just made it going to impact everything else when you make that is really know not to make that decision or you can actually see with your own eyes how that decision you just made impacted your mechanics in fact everything else or time because of everyone and everything,0.9192157
 but I would I know when I think about when I get to work on the customer's side we said he know we want it we want you Otis to see you experience right here custard what it's like for them because they don't you're absolutely right and everything it would say we don't care about your organization Silo we wanted to float seamlessly across the are going to say that right anybody weather is invoicing Contracting scheduling right be sensitive to our knees right I think it's kind of the same thing that I sometimes hear from that's why this as a project shed some light on it is it's when those decisions are made Let's just add that to them right but there's generally not anything being 25 pass,0.9471925
 you're gonna make some decisions as to what you think you can let fly based on what you know because nothing is ever take it off and you just maybe can't do 25 half drive so I figured your sperm count is there value in it and doesn't is not bad you but if it's really important the driving a customer satisfaction and employee satisfaction for profitability race and help on any other things that that you want to share that we might have missed that you want to add,0.91170114
 no I mean I'm coming from Joseph Anthony so don't get me wrong there's a lot of Technology we're not really technology in the stone ages,0.7946707
 damn a lot of great things their product barnone is the best on the market there is no doubt about it then and after being and I worked on probably just about everything at some point some more work on them I think there's a lot of internal or internal really help,0.86063015
 this is perfect thank you so much and is there anything else that you have questions about no thank you,0.943494
 or a perfect what's this and thank you so much we appreciate your time and you have a nice weekend,0.8535613
 thank you thank you both have a great weekend,0.92038506
 Walters,0.5562488
